time,battery_percentage
2023-05-31 08:32:57.853348,96
2023-05-31 08:32:58.855735,96
2023-05-31 08:32:59.880292,96
2023-05-31 08:33:00.881216,96
2023-05-31 08:33:01.881827,96
2023-05-31 08:33:02.882372,96
2023-05-31 08:33:03.883005,96
2023-05-31 08:33:04.883730,96
2023-05-31 08:33:05.884517,96
2023-05-31 08:33:06.885247,96
2023-05-31 08:33:07.885842,96
2023-05-31 08:33:08.886771,96
2023-05-31 08:33:09.887893,96
2023-05-31 08:33:10.893596,96
2023-05-31 08:33:11.894683,96
2023-05-31 08:33:12.896146,96
2023-05-31 08:33:13.900307,96
2023-05-31 08:33:14.903529,96
2023-05-31 08:33:15.904395,96
2023-05-31 08:33:16.904974,96
2023-05-31 08:33:17.905640,96
2023-05-31 08:33:18.906103,96
2023-05-31 08:33:19.906689,96
2023-05-31 08:33:20.907340,96
2023-05-31 08:33:21.908138,96
2023-05-31 08:33:22.908436,96
2023-05-31 08:33:23.908973,96
2023-05-31 08:33:24.910052,96
2023-05-31 08:33:25.911050,96
2023-05-31 08:33:26.911601,96
2023-05-31 08:33:27.912521,96
2023-05-31 08:33:28.912824,96
2023-05-31 08:33:29.913132,95
2023-05-31 08:33:30.913954,95
2023-05-31 08:33:31.914288,95
2023-05-31 08:33:32.914946,95
2023-05-31 08:33:33.915541,95
2023-05-31 08:33:34.915841,95
2023-05-31 08:33:35.916116,95
2023-05-31 08:33:36.917250,95
2023-05-31 08:33:37.917997,95
2023-05-31 08:33:38.918426,95
2023-05-31 08:33:39.919698,95
2023-05-31 08:33:40.919952,95
2023-05-31 08:33:41.921649,95
2023-05-31 08:33:42.921925,95
2023-05-31 08:33:43.922118,95
2023-05-31 08:33:44.923354,95
2023-05-31 08:33:45.924431,95
2023-05-31 08:33:46.925154,95
2023-05-31 08:33:47.925644,95
2023-05-31 08:33:48.926331,95
2023-05-31 08:33:49.937315,95
2023-05-31 08:33:50.937949,95
2023-05-31 08:33:51.938525,95
2023-05-31 08:33:52.938672,95
2023-05-31 08:33:53.939578,95
2023-05-31 08:33:54.939871,95
2023-05-31 08:33:55.940333,95
2023-05-31 08:33:56.941167,95
2023-05-31 08:33:57.941982,95
2023-05-31 08:33:58.942546,95
2023-05-31 08:33:59.942939,95
2023-05-31 08:34:00.943655,95
2023-05-31 08:34:01.944667,95
2023-05-31 08:34:02.944978,95
2023-05-31 08:34:03.945721,95
2023-05-31 08:34:04.946016,95
2023-05-31 08:34:05.946935,95
2023-05-31 08:34:06.947214,95
2023-05-31 08:34:07.948070,95
2023-05-31 08:34:08.948301,95
2023-05-31 08:34:09.948924,95
2023-05-31 08:34:10.949326,95
2023-05-31 08:34:11.950031,95
2023-05-31 08:34:12.950976,95
2023-05-31 08:34:13.952012,95
2023-05-31 08:34:14.953567,95
2023-05-31 08:34:15.957428,95
2023-05-31 08:34:16.958198,95
2023-05-31 08:34:17.959094,95
2023-05-31 08:34:18.959982,95
